galaxy_num,system_num,name,x,y,economy_id,economy,govtype_id,govtype,techlev,productivity,radius,population,description
2,194,TIGEBERE,216,180,4,Mainly Agri,7,Corporate State, 8,21120,4824,5,"The planet Tigebere is most famous for its vast rain forests."
2,195,CEBIOR,206,83,3,Mainly Ind,5,Confederacy,10,22680,4302,5,"This world is reasonably well known for its vast oceans but ravaged by vicious vicious wolfs."
2,196,CEZAA,165,57,3,Mainly Ind,0,Anarchy, 6,5376,4261,3,"This planet is plagued by deadly earthquakes."
2,197,INBEED,248,207,7,Poor Agri,0,Anarchy, 1,768,6136,1,"This planet is most notable for Inbeedian lethal brandy but beset by a evil disease."
2,198,CEVERA,184,88,0,Rich Ind,5,Confederacy,11,33120,4280,5,"The planet Cevera is most well known for its hoopy casinos."
2,199,ANONMABI,112,20,4,Mainly Agri,7,Corporate State, 8,21120,5744,5,"This planet is reasonably noted for its exotic goat soup."
2,200,ATGEANER,102,107,3,Mainly Ind,6,Democracy,10,25760,3174,5,"This world is mildly famous for its vast oceans and its inhabitants' exceptional love for tourists."
2,201,AANAN,80,91,3,Mainly Ind,2,Multi-gov, 6,8736,6736,3,"The planet Aanan is very famous for its hoopy night life but scourged by killer edible Ooids."
2,202,ISONZA,230,27,3,Mainly Ind,3,Dictatorship, 9,15288,6374,4,"This planet is beset by deadly earthquakes."
2,203,CEMABE,225,100,6,Average Agri,1,Feudal, 4,3200,4321,2,"This world is reasonably well known for its vast oceans but ravaged by vicious vicious wolfs."
2,204,ZATEBISO,133,51,3,Mainly Ind,4,Communist, 8,16128,3973,4,"The world Zatebiso is most famous for the Zatebisoian spotted shrew."
2,205,MAORIN,7,70,6,Average Agri,4,Communist, 7,8960,5639,4,"Maorin is very notable for its inhabitants' ingrained silliness."
2,206,EDTIXEEN,210,108,6,Average Agri,1,Feudal, 5,3840,5074,3,"The world Edtixeen is reasonably noted for its inhabitants' eccentric love for tourists and the Edtixeenian tree snake."
2,207,INXEXEAT,178,66,2,Poor Ind,3,Dictatorship,10,18816,6066,5,"The world Inxexeat is reasonably noted for its inhabitants' eccentric shyness."
2,208,LAESER,209,66,2,Poor Ind,2,Multi-gov, 8,12672,4305,4,"This planet is beset by dreadful earthquakes."
2,209,SOBITE,78,144,0,Rich Ind,6,Democracy,13,44000,4686,6,"Sobite is most noted for the Sobitian mountain lobstoid and the Sobitian evil poet."
2,210,REVEABE,42,188,4,Mainly Agri,7,Corporate State,10,25344,6442,6,"This planet is a tedious place."
2,211,EDANSO,51,47,7,Poor Agri,5,Confederacy, 7,7992,4915,4,"Edanso is mildly well known for its hoopy night life and Edansoian SITNU juice."
2,212,ISONED,91,71,7,Poor Agri,0,Anarchy, 4,1920,6235,2,"The planet Isoned is scourged by killer edible arts graduates."
2,213,INORAN,21,184,2,Poor Ind,0,Anarchy, 7,6912,5909,3,"The planet Inoran is scourged by killer edible talking treeoids."
2,214,VEENAR,225,123,3,Mainly Ind,5,Confederacy, 9,20664,4577,5,"The planet Veenar is most famous for the Veenarian evil arts graduate and its fabulous  XAXE brew ."
2,215,ERREENEN,115,42,2,Poor Ind,7,Corporate State,13,40832,2931,7,"This world is mildly well known for its hoopy night life and Erreenenian  RE juice."
2,216,BEEDRIAR,114,242,2,Poor Ind,6,Democracy,11,31360,3698,6,"This world is mildly well known for its hoopy night life and Beedriarian lethal brandy."
2,217,LEMAED,10,190,6,Average Agri,2,Multi-gov, 5,4800,3082,3,"This planet is mildly fabled for its inhabitants' eccentric shyness but cursed by unpredictable earthquakes."
2,218,USBIRA,37,24,0,Rich Ind,3,Dictatorship,11,24640,4901,5,"This world is a tedious little planet."
2,219,ISRARA,67,180,6,Average Agri,1,Feudal, 6,4480,6211,3,"Israra is most noted for its inhabitants' exceptional loathing of food blenders and its exciting sit coms."
2,220,ERINGE,166,244,4,Mainly Agri,4,Communist, 8,14208,2982,4,"Eringe is  well known for its inhabitants' unusual silliness but cursed by deadly civil war."
2,221,ABEGE,160,35,3,Mainly Ind,4,Communist, 7,14336,6816,4,"The world Abege is most well known for its vast dense forests."
2,222,ISSOINEN,102,3,3,Mainly Ind,1,Feudal, 8,9240,6246,4,"The planet Issoinen is very noted for its ancient mountains but ravaged by occasional earthquakes."
2,223,BICEISES,50,204,4,Mainly Agri,3,Dictatorship, 8,12096,4402,4,"The world Biceises is mildly fabled for its inhabitants' ingrained silliness but beset by deadly tree snakes."
2,224,MAENSO,201,253,5,Rich Agri,2,Multi-gov, 5,5760,5833,3,"This world is reasonably well known for its great dense forests but scourged by killer mountain IUSDIBIoids."
2,225,RIARDI,4,231,7,Poor Agri,6,Democracy, 4,6240,6404,3,"This world is a tedious little planet."
2,226,DIERBEER,85,173,5,Rich Agri,7,Corporate State, 8,18040,6229,5,"Dierbeer is cursed by dreadful civil war."
2,227,RATITE,144,243,3,Mainly Ind,5,Confederacy, 8,18648,3984,4,"This world is plagued by frequent solar activity."
2,228,ISXEES,232,188,6,Average Agri,0,Anarchy, 2,1408,6376,1,"The planet Isxees is reasonably fabled for Zero-G hockey and Isxeesian   brandy."
2,229,LASOCE,41,137,3,Mainly Ind,0,Anarchy, 6,5376,4137,3,"This world is very notable for its inhabitants' ingrained shyness."
2,230,ATIUS,226,133,5,Rich Agri,5,Confederacy, 8,14040,6882,4,"This world is most notable for Atiusian lethal brandy but beset by deadly tree wolfs."
2,231,RECEXELA,110,40,0,Rich Ind,7,Corporate State,14,52800,6510,7,"The planet Recexela is very noted for its ancient ALO tulip plantations but beset by a evil disease."
2,232,ISLAESIS,85,226,2,Poor Ind,6,Democracy,10,28800,6229,5,"Islaesis is ravaged by occasional solar activity."
2,233,TEGETE,189,9,1,Average Ind,2,Multi-gov, 9,15552,6077,4,"The world Tegete is reasonably noted for its inhabitants' eccentric shyness and its inhabitants' ingrained shyness."
2,234,ANRAIN,60,252,4,Mainly Agri,3,Dictatorship, 6,9408,5692,3,"This world is very notable for its inhabitants' unusual silliness and its fabulous  ANO   juice ."
2,235,TECERI,156,236,6,Average Agri,1,Feudal, 3,2560,6044,2,"Teceri is  well known for the Tecerian spotted leopard but plagued by lethal lethal yaks."
2,236,ZAGEUSER,160,30,6,Average Agri,4,Communist, 4,5888,4000,2,"The planet Zageuser is most well known for its exotic cuisine."
2,237,TELALE,48,232,0,Rich Ind,4,Communist,10,26240,5936,5,"This world is a tedious little planet."
2,238,ARRIES,211,129,3,Mainly Ind,1,Feudal, 9,10360,5587,4,"This world is most notable for vicious N brandy but scourged by deadly civil war."
2,239,SOALEED,169,62,6,Average Agri,3,Dictatorship, 5,5824,4777,3,"This world is most fabled for Soaleedian R water but ravaged by occasional solar activity."
2,240,ESGEBI,152,33,1,Average Ind,2,Multi-gov, 8,13824,5272,4,"The world Esgebi is reasonably famous for the Esgebian evil DTHoid."
2,241,TELACE,179,38,6,Average Agri,6,Democracy, 8,13120,6067,5,"Telace is an unremarkable dump."
2,242,RAENONCE,88,133,5,Rich Agri,7,Corporate State, 7,16280,3928,4,"The world Raenonce is a dull world."
2,243,TITEQU,229,159,7,Poor Agri,5,Confederacy, 5,6264,4837,3,"The world Titequ is  notable for its great volcanoes and its inhabitants' eccentric shyness."
2,244,CEREXE,78,154,2,Poor Ind,0,Anarchy, 8,7936,4174,3,"The planet Cerexe is  well known for its inhabitants' ancient loathing of casinos but plagued by occasional solar activity."
2,245,CEISED,53,66,2,Poor Ind,0,Anarchy, 7,6912,4149,3,"This planet is a dull world."
2,246,ERGERE,186,120,0,Rich Ind,5,Confederacy,13,38880,3002,6,"This planet is plagued by frequent solar activity."
2,247,BEZAORAT,97,14,6,Average Agri,7,Corporate State, 7,13376,3681,4,"Bezaorat is ravaged by unpredictable civil war."
2,248,AANTESO,17,57,1,Average Ind,6,Democracy,11,34560,6673,6,"The world Aanteso is beset by dreadful earthquakes."
2,249,RIXEES,103,60,4,Mainly Agri,2,Multi-gov, 8,10080,6503,4,"This planet is  fabled for its wierd volcanoes."
2,250,VEARIN,42,201,1,Average Ind,3,Dictatorship,11,22680,4394,5,"Vearin is most famous for its pink Vearinian SSO   MNOweed plantations and Vearinian shrew cutlet."
2,251,ZARIA,237,12,6,Average Agri,1,Feudal, 4,3200,4077,2,"This world is most notable for its fabulous cuisine but plagued by evil spotted cats."
2,252,XELAED,114,175,7,Poor Agri,4,Communist, 5,5376,2930,3,"The world Xelaed is a boring world."
2,253,ERRIUS,184,149,5,Rich Agri,4,Communist, 5,8320,3000,3,"Errius is an unremarkable dump."
2,254,ONEDED,24,232,2,Poor Ind,1,Feudal, 7,8960,6680,3,"This world is a tedious little planet."
2,255,ATXEIN,24,152,0,Rich Ind,3,Dictatorship,10,22400,3096,5,"The world Atxein is very famous for its unusual sit coms but ravaged by lethal spotted batoids."
3,0,RIAVE,8,105,1,Average Ind,4,Communist, 9,21888,6408,4,"This world is a revolting little planet."
3,1,ESGEER,99,54,6,Average Agri,5,Confederacy, 8,11520,5219,5,"The planet Esgeer is  famous for Esgeerian shrew steak but ravaged by occasional solar activity."
3,2,ENERZA,61,208,0,Rich Ind,3,Dictatorship,11,24640,3389,5,"This world is  noted for Zero-G hockey."
3,3,LAARZACE,164,112,2,Poor Ind,0,Anarchy, 6,5888,4260,2,"The planet Laarzace is a boring world."
3,4,RARIED,165,36,4,Mainly Agri,6,Democracy, 8,18720,4005,4,"The planet Raried is an unremarkable dump."
3,5,LEZAER,138,152,0,Rich Ind,7,Corporate State,14,52800,3210,7,"Lezaer is cursed by vicious vicious shrews."
3,6,MABELALA,214,176,0,Rich Ind,5,Confederacy,13,38880,5846,6,"Mabelala is a revolting little planet."
3,7,RIARRIBI,149,181,5,Rich Agri,2,Multi-gov, 5,5760,6549,3,"The world Riarribi is reasonably noted for its exotic fish meat."
3,8,REBEES,38,222,6,Average Agri,0,Anarchy, 4,2432,6438,2,"The world Rebees is very famous for its fabulous goat burgers but plagued by unpredictable civil war."
3,9,USTEER,107,201,3,Mainly Ind,1,Feudal, 9,10360,4971,4,"This world is mildly famous for its vast rain forests and its great dense forests."
3,10,GEARZAEN,245,176,0,Rich Ind,7,Corporate State,13,49280,3829,7,"The planet Gearzaen is reasonably noted for its exotic fish meat and its exciting sit coms."
3,11,VEES,210,100,4,Mainly Agri,4,Communist, 8,14208,3026,4,"Vees is a revolting dump."
3,12,LEMADIOR,64,137,1,Average Ind,2,Multi-gov, 8,13824,3136,4,"The world Lemadior is mildly fabled for the Lemadiorian mountain Zoid but scourged by deadly edible arts graduates."
3,13,ENEDZA,217,141,5,Rich Agri,3,Dictatorship, 6,8120,3545,3,"The planet Enedza is most well known for its vast dense forests."
3,14,DILEON,111,36,6,Average Agri,1,Feudal, 6,4480,6255,3,"This world is very well known for Dileonian lethal water and the Dileonian tree wolf."
3,15,AISQU,78,223,7,Poor Agri,6,Democracy, 6,8160,6734,4,"The world Aisqu is a boring planet."
3,16,ONLEUSES,103,218,2,Poor Ind,4,Communist,11,24064,6759,5,"Onleuses is ravaged by occasional solar activity."
3,17,BEZAED,105,232,0,Rich Ind,5,Confederacy,12,36000,3689,6,"This planet is reasonably famous for the Bezaedian spotted leopard."
3,18,ISLAMA,216,32,0,Rich Ind,3,Dictatorship,10,22400,6360,5,"The planet Islama is most famous for the Islamaian spotted shrew."
3,19,ONUSBI,190,203,3,Mainly Ind,0,Anarchy, 7,6272,6846,3,"This planet is plagued by deadly earthquakes."
3,20,ISENRIRE,206,70,6,Average Agri,6,Democracy, 7,11840,6350,4,"The world Isenrire is reasonably noted for its inhabitants' eccentric love for poetry and its inhabitants' wierd shyness."
3,21,RIMAEDXE,110,30,6,Average Agri,7,Corporate State, 8,14784,6510,5,"This planet is reasonably noted for its exotic fish meat."
3,22,BIXEIN,130,120,0,Rich Ind,5,Confederacy,13,38880,4482,6,"The planet Bixein is an unremarkable dump."
3,23,ZABION,149,12,4,Mainly Agri,2,Multi-gov, 6,7776,3989,3,"This world is ravaged by dreadful civil war."
3,24,AORBETE,106,255,7,Poor Agri,0,Anarchy, 3,1536,6762,2,"This world is very notable for its inhabitants' wierd silliness and its inhabitants' ingrained silliness."
3,25,ESORZA,252,179,3,Mainly Ind,1,Feudal, 6,7000,5372,3,"The world Esorza is beset by a evil disease."
3,26,RIGEBI,132,192,0,Rich Ind,7,Corporate State,12,45760,6532,6,"Rigebi is ravaged by dreadful civil war."
3,27,ENANRE,8,198,6,Average Agri,4,Communist, 4,5888,3336,2,"This planet is mildly noted for its ancient BARTH ASTST  weed plantations but beset by frequent civil war."
3,28,ARBEMA,238,251,3,Mainly Ind,2,Multi-gov, 8,11424,5614,4,"The planet Arbema is mildly well known for its hoopy night life."
3,29,SOANINER,232,107,3,Mainly Ind,3,Dictatorship, 7,12152,4840,3,"The world Soaniner is reasonably fabled for its fabulous cuisine and its ancient Soaninerian I tulip plantations."
3,30,EDRAISAR,176,76,6,Average Agri,1,Feudal, 3,2560,5040,2,"The world Edraisar is reasonably noted for Zero-G hockey and Edraisarian NZA gargle blasters."
3,31,TECEINRE,10,93,5,Rich Agri,6,Democracy, 8,16000,5898,5,"The planet Teceinre is reasonably noted for its inhabitants' eccentric love for poetry and the Teceinrian tree wolf."
3,32,ANAR,206,236,4,Mainly Agri,4,Communist, 8,14208,3022,4,"Anar is an unremarkable planet."
3,33,INISER,198,74,2,Poor Ind,5,Confederacy,11,27648,6086,6,"This world is reasonably well known for its great parking meters but cursed by occasional earthquakes."
3,34,USENLAER,154,48,0,Rich Ind,3,Dictatorship,12,26880,5018,6,"This planet is  fabled for its fabulous cuisine and the Usenlaerian mountain Aoid."
3,35,EDRIUSON,80,117,7,Poor Agri,0,Anarchy, 1,768,4944,1,"This world is very notable for its inhabitants' wierd shyness and its inhabitants' eccentric shyness."
3,36,BIRERA,63,72,0,Rich Ind,6,Democracy,14,47200,4415,7,"Birera is most noted for its inhabitants' eccentric love for tourists and the Bireraian tree grub."
3,37,INAR,233,148,4,Mainly Agri,7,Corporate State, 9,23232,6121,5,"This world is most notable for its exotic night life but ravaged by frequent earthquakes."
3,38,LEORENDI,151,64,0,Rich Ind,5,Confederacy,14,41760,3223,7,"This world is plagued by frequent earthquakes."
3,39,ORQULELA,77,242,2,Poor Ind,2,Multi-gov, 8,12672,5197,4,"This planet is a tedious place."
3,40,ERSODI,53,65,3,Mainly Ind,0,Anarchy, 6,5376,2869,3,"The planet Ersodi is cursed by killer mountain monkeys."
3,41,ANREER,102,205,7,Poor Agri,1,Feudal, 4,2520,5734,2,"Anreer is cursed by deadly civil war."
3,42,ORZAEDVE,186,16,0,Rich Ind,7,Corporate State,14,52800,5306,7,"The world Orzaedve is reasonably noted for its inhabitants' exceptional loathing of food blenders."
3,43,BEXEIN,54,248,0,Rich Ind,4,Communist,12,31360,3638,6,"This world is very fabled for its unusual oceans."
3,44,BEGEORER,99,204,4,Mainly Agri,2,Multi-gov, 8,10080,3683,4,"The world Begeorer is a boring planet."
3,45,DIVERA,16,185,1,Average Ind,3,Dictatorship, 9,18648,6160,4,"Divera is mildly well known for Diveraian shrew cutlet."
3,46,GEAMA,216,244,6,Average Agri,1,Feudal, 3,2560,3800,2,"The world Geama is  fabled for its fabulous cuisine and its wierd volcanoes."
3,47,QUCERI,254,235,3,Mainly Ind,6,Democracy,10,25760,5630,5,"The planet Quceri is reasonably fabled for Zero-G cricket and vicious   RENO brandy."
3,48,LEISTEAN,61,158,6,Average Agri,4,Communist, 5,6912,3133,3,"The planet Leistean is  well known for its inhabitants' ancient loathing of sit coms but ravaged by vicious vicious wolfs."
3,49,VEREZA,123,92,4,Mainly Agri,5,Confederacy,10,19872,4475,5,"The planet Vereza is an unremarkable dump."
3,50,BETIA,132,0,0,Rich Ind,3,Dictatorship,10,22400,3716,5,"This planet is  fabled for its unusual dense forests and its exotic cuisine."
3,51,XEINES,90,111,7,Poor Agri,0,Anarchy, 3,1536,3418,2,"This world is very notable for the Xeinesian tree snake and its exotic goat soup."
3,52,AENQUTE,248,41,1,Average Ind,6,Democracy,10,31680,6904,5,"The world Aenqute is reasonably fabled for its fabulous cuisine and the Aenqutian mountain slug."
3,53,ESLEUSBE,252,250,2,Poor Ind,7,Corporate State,10,32384,5372,5,"The world Esleusbe is beset by a evil disease."
3,54,TEEDUS,19,8,0,Rich Ind,5,Confederacy,14,41760,5907,7,"This planet is most notable for Teedusian NNOSOSE gargle blasters but plagued by occasional civil war."
3,55,ONBIGE,190,104,0,Rich Ind,2,Multi-gov,11,20640,6846,5,"This planet is  notable for the Onbigian tree grub and its inhabitants' ancient loathing of casinos."
3,56,ATISTISO,136,163,3,Mainly Ind,0,Anarchy, 5,4480,3208,2,"This planet is  notable for the Atistisoian edible poet and Atistisoian evil brandy."
3,57,TEANED,167,23,7,Poor Agri,1,Feudal, 5,3000,6055,3,"This planet is beset by deadly earthquakes."
3,58,RADIQU,152,160,0,Rich Ind,7,Corporate State,12,45760,3992,6,"This planet is  notable for its unusual oceans and its inhabitants' exceptional love for food blenders."
3,59,CETERI,92,250,2,Poor Ind,4,Communist, 8,17920,4188,4,"Ceteri is mildly famous for its pink oceans and its exciting sit coms."
3,60,TEANTI,160,254,6,Average Agri,2,Multi-gov, 3,3264,6048,2,"The planet Teanti is an unremarkable dump."
3,61,XEESANUS,79,119,7,Poor Agri,3,Dictatorship, 6,5208,3407,3,"The planet Xeesanus is  well known for its inhabitants' ancient loathing of casinos but ravaged by unpredictable solar activity."
3,62,REENESMA,232,27,3,Mainly Ind,1,Feudal, 6,7000,6632,3,"This planet is mildly noted for the Reenesmaian mountain lobstoid but plagued by occasional solar activity."
3,63,SOISERLA,43,137,1,Average Ind,6,Democracy,13,40320,4651,7,"This planet is a dull place."
3,64,XESOON,181,240,0,Rich Ind,4,Communist,11,28800,3509,5,"The world Xesoon is  fabled for its wierd exuberant forests and its inhabitants' eccentric love for poetry."
3,65,ATIA,136,31,7,Poor Agri,5,Confederacy, 4,5400,6792,3,"This planet is  notable for the Atiaian edible poet and Atiaian  US juice."
3,66,RIZAORIS,150,143,7,Poor Agri,3,Dictatorship, 5,4536,6550,3,"The world Rizaoris is reasonably noted for its exotic fish meat."
3,67,ANENMAQU,221,185,3,Mainly Ind,0,Anarchy, 6,5376,5853,3,"The world Anenmaqu is beset by a evil disease."
3,68,EDRIAT,250,235,3,Mainly Ind,6,Democracy,10,25760,5114,5,"Edriat is mildly well known for its hoopy casinos."
3,69,TIERA,167,81,1,Average Ind,7,Corporate State,14,48312,4775,7,"This planet is beset by a lethal disease."
3,70,TIONREBI,247,207,7,Poor Agri,5,Confederacy, 7,7992,4855,4,"This world is most notable for its exotic night life but ravaged by unpredictable solar activity."
3,71,RAARCEGE,230,110,6,Average Agri,2,Multi-gov, 5,4800,4070,3,"This world is reasonably notable for its wierd tropical forests but scourged by deadly civil war."
3,72,ENANEN,99,37,7,Poor Agri,0,Anarchy, 4,1920,3427,2,"The planet Enanen is  well known for the Enanenian tree grub but ravaged by occasional solar activity."
3,73,REA,192,146,2,Poor Ind,1,Feudal, 7,8960,6592,3,"The world Rea is reasonably famous for its inhabitants' exceptional loathing of casinos."
3,74,ARIDIAN,30,111,7,Poor Agri,7,Corporate State, 7,10296,6686,4,"This planet is a dull world."
3,75,BIREER,123,205,5,Rich Agri,4,Communist, 8,12160,4475,4,"This world is mildly famous for its hoopy night life and vicious   RE brandy."
3,76,CEANBIBI,165,144,0,Rich Ind,2,Multi-gov,10,18720,4261,4,"The world Ceanbibi is reasonably noted for its exotic goat soup."
3,77,USRAGE,166,166,6,Average Agri,3,Dictatorship, 6,6720,5030,3,"Usrage is reasonably well known for the Usragian tree ant but ravaged by vicious vicious wolfs."
3,78,ORISED,224,195,3,Mainly Ind,1,Feudal, 6,7000,5344,3,"The planet Orised is mildly well known for killer O brandy."
3,79,CEDILE,143,56,0,Rich Ind,6,Democracy,14,47200,4239,7,"The planet Cedile is a boring planet."
3,80,GEORATRE,52,225,1,Average Ind,4,Communist, 9,21888,3636,4,"This world is  noted for its unusual sit coms."
3,81,OREDONAT,238,145,1,Average Ind,5,Confederacy,12,33048,5358,6,"Oredonat is mildly notable for its inhabitants' unusual silliness."
3,82,ESORRA,209,223,7,Poor Agri,3,Dictatorship, 4,3864,5329,2,"The planet Esorra is mildly notable for its inhabitants' unusual mating traditions."
3,83,CEERDI,215,84,6,Average Agri,0,Anarchy, 5,2944,4311,2,"Ceerdi is an unremarkable planet."
3,84,LEENTIMA,67,141,5,Rich Agri,6,Democracy, 9,17600,3139,5,"The world Leentima is mildly fabled for its inhabitants' eccentric love for poetry but plagued by frequent earthquakes."
3,85,RATITIGE,235,151,7,Poor Agri,7,Corporate State, 8,11352,4075,5,"The world Ratitige is scourged by deadly tree grubs."
3,86,ENRECE,67,151,7,Poor Agri,5,Confederacy, 7,7992,3395,4,"The planet Enrece is cursed by deadly civil war."
3,87,QUBIBI,198,5,5,Rich Agri,2,Multi-gov, 6,6720,5574,3,"The planet Qubibi is most famous for the Qubibian spotted shrew."
3,88,BELETEAT,199,198,6,Average Agri,0,Anarchy, 5,2944,3783,2,"This planet is plagued by deadly earthquakes."
3,89,AISONDI,177,60,6,Average Agri,1,Feudal, 4,3200,6833,2,"Aisondi is a revolting little planet."
3,90,ARTIA,77,127,7,Poor Agri,7,Corporate State, 6,9240,5453,4,"The world Artia is mildly fabled for the Artiaian mountain lobstoid but plagued by occasional civil war."
3,91,EDEDXEBE,145,111,7,Poor Agri,4,Communist, 4,4608,5009,3,"The world Ededxebe is reasonably famous for its inhabitants' ancient mating traditions."
3,92,REGEZA,115,130,2,Poor Ind,2,Multi-gov,10,15744,6515,5,"The planet Regeza is a boring planet."
3,93,ISTIMALE,21,68,4,Mainly Agri,3,Dictatorship, 7,10752,6165,4,"The planet Istimale is cursed by deadly civil war."
3,94,ZAERVEMA,193,235,3,Mainly Ind,1,Feudal, 7,8120,4033,3,"Zaervema is  well known for the Zaervemaian spotted cat but cursed by dreadful solar activity."
3,95,ENLABEAN,43,246,6,Average Agri,6,Democracy, 8,13120,3371,5,"The planet Enlabean is cursed by dreadful civil war."
3,96,ZABEBE,187,115,3,Mainly Ind,4,Communist,10,19712,4027,5,"Zabebe is a revolting dump."
3,97,ENATA,171,179,3,Mainly Ind,5,Confederacy,11,24696,3499,6,"This planet is  fabled for its unusual tropical forests and its exciting  Zero-G cricket ."
3,98,RAVERIES,51,239,7,Poor Agri,3,Dictatorship, 6,5208,3891,3,"This planet is a dull world."
3,99,RIBIARA,73,62,6,Average Agri,0,Anarchy, 3,1920,6473,1,"The world Ribiara is very famous for its unusual casinos but beset by deadly earthquakes."
3,100,ARREDI,212,15,7,Poor Agri,6,Democracy, 4,6240,5588,3,"The planet Arredi is most famous for the Arredian evil poet and Zero-G hockey."
3,101,XEVEON,198,205,5,Rich Agri,7,Corporate State, 9,19800,3526,5,"This planet is plagued by occasional solar activity."
3,102,DICEMARI,248,95,7,Poor Agri,5,Confederacy, 4,5400,6392,3,"This world is a tedious little planet."
3,103,AQUUSEN,94,43,3,Mainly Ind,2,Multi-gov, 8,11424,6750,4,"Aquusen is cursed by killer mountain goats."
3,104,RAAVE,178,136,2,Poor Ind,0,Anarchy, 8,7936,4018,3,"The planet Raave is a boring world."
3,105,LEENA,123,22,6,Average Agri,1,Feudal, 6,4480,3195,3,"This world is mildly well known for Leenaian shrew cutlet and the Leenaian tree wolf."
3,106,CEEDLEON,35,207,7,Poor Agri,7,Corporate State, 8,11352,4131,5,"Ceedleon is mildly notable for Ceedleonian GIN brew."
3,107,ORQUBE,159,225,1,Average Ind,4,Communist,12,28800,5279,6,"This world is ravaged by dreadful civil war."
3,108,TIBEENIS,8,211,3,Mainly Ind,2,Multi-gov, 6,8736,4616,3,"This planet is most notable for its fabulous  SINGE gargle blasters  but beset by deadly solar activity."
3,109,GEENBE,157,82,2,Poor Ind,3,Dictatorship, 9,17024,3741,4,"Geenbe is  famous for its inhabitants' ancient mating traditions but cursed by vicious killer cats."
3,110,AMAZA,137,147,3,Mainly Ind,1,Feudal, 7,8120,6793,3,"Amaza is reasonably notable for its great parking meters but ravaged by occasional earthquakes."
3,111,ERLACE,255,196,4,Mainly Agri,6,Democracy,10,22560,3071,5,"The world Erlace is scourged by killer edible arts graduates."
3,112,CELACE,74,165,5,Rich Agri,4,Communist, 7,10880,4170,4,"The world Celace is very noted for its pink Celacian MARBI EABESARweed plantations but scourged by unpredictable earthquakes."
3,113,TEXEONIS,192,133,5,Rich Agri,5,Confederacy, 6,11160,6080,3,"Texeonis is a revolting dump."
3,114,ONANED,189,191,7,Poor Agri,3,Dictatorship, 4,3864,6845,2,"This world is most fabled for its inhabitants' eccentric shyness but cursed by unpredictable solar activity."
3,115,USRAER,51,120,2,Poor Ind,0,Anarchy, 9,8960,4915,4,"The world Usraer is very noted for its pink oceans but cursed by unpredictable earthquakes."
3,116,BEENBEOR,173,112,0,Rich Ind,6,Democracy,12,40800,3757,6,"This planet is beset by deadly earthquakes."
3,117,ONDISORA,57,243,3,Mainly Ind,7,Corporate State,10,28952,6713,5,"This planet is a dull world."
3,118,USZALE,20,39,7,Poor Agri,5,Confederacy, 4,5400,4884,3,"This world is a revolting little planet."
3,119,LABIAR,175,225,1,Average Ind,2,Multi-gov,11,19008,4271,5,"The planet Labiar is a boring planet."
3,120,LACETE,37,106,2,Poor Ind,0,Anarchy, 7,6912,4133,3,"This world is a revolting dump."
3,121,XEONONLE,28,32,2,Poor Ind,1,Feudal, 7,8960,3356,3,"This planet is mildly fabled for its inhabitants' eccentric shyness but ravaged by a killer disease."
3,122,LEGE,161,95,7,Poor Agri,7,Corporate State, 6,9240,2977,4,"The planet Lege is mildly well known for its exotic cuisine."
3,123,MARACECE,165,35,3,Mainly Ind,4,Communist, 8,16128,5797,4,"Maracece is an unremarkable dump."
3,124,MAER,101,133,5,Rich Agri,2,Multi-gov, 5,5760,2917,3,"This planet is reasonably famous for its inhabitants' ancient mating traditions."
3,125,EDCEQUOR,60,208,0,Rich Ind,3,Dictatorship,10,22400,4924,5,"The world Edcequor is very noted for its pink oceans but cursed by unpredictable earthquakes."
3,126,QUREXEIN,57,186,2,Poor Ind,1,Feudal, 8,10240,5433,4,"The world Qurexein is very famous for its unusual sit coms but plagued by occasional solar activity."
3,127,ISDITIXE,12,162,2,Poor Ind,6,Democracy, 9,26240,6156,5,"This world is a revolting dump."
3,128,BIONUS,226,119,7,Poor Agri,4,Communist, 5,5376,4578,3,"This planet is most fabled for its inhabitants' ingrained silliness but scourged by frequent civil war."
3,129,LAMARE,45,8,0,Rich Ind,5,Confederacy,12,36000,4141,6,"This planet is a dull world."
3,130,ARUSXEVE,111,78,6,Average Agri,3,Dictatorship, 7,7616,5487,4,"This world is very well known for its inhabitants' unusual mating traditions and its vast dense forests."
3,131,LEQUENA,150,2,2,Poor Ind,0,Anarchy, 8,7936,3222,3,"The planet Lequena is a boring planet."
3,132,TERIAR,207,178,2,Poor Ind,6,Democracy,12,33920,6095,6,"This planet is beset by dreadful earthquakes."
3,133,DITERE,68,10,2,Poor Ind,7,Corporate State,10,32384,6212,5,"This world is very notable for its inhabitants' unusual silliness and its exotic cuisine."
3,134,GEMASOTI,152,238,6,Average Agri,5,Confederacy, 5,8064,3736,3,"Gemasoti is  well known for the Gemasotian spotted leopard but plagued by lethal spotted batoids."
3,135,ARARIN,183,39,7,Poor Agri,2,Multi-gov, 5,3744,5559,3,"This planet is  notable for the Ararinian tree snake and its fabulous monkey burgers."
3,136,VEGEAN,32,108,6,Average Agri,0,Anarchy, 2,1408,4384,1,"The world Vegean is beset by dreadful earthquakes."
3,137,RAZARE,149,91,3,Mainly Ind,1,Feudal, 7,8120,3989,3,"The world Razare is a dull place."
